diameter,coupling,m,n_radial,quadrature_factor,real,imag,abs_sigma,residual,normalization_error,accessible_area_center,accessible_area_wall
3.3,20.75,11,32,8,-1.435811691949401e-16,50.75796023973493,50.75796023973493,4.388898014586709e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-1.101502980528118e-15,45.89818460277573,45.89818460277573,4.355902706457319e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-1.7411975438089877e-15,41.406608543304046,41.406608543304046,3.788330239172761e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-4.33787524488767e-15,37.33206056822247,37.33206056822247,3.511743003313266e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,1.08778374177752e-15,24.394199949289227,24.394199949289227,2.24454761648733e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-2.485188204332601e-15,26.76222587940572,26.76222587940572,9.457080635347938e-18,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,2.2961422684741257e-16,27.543683183237885,27.543683183237885,3.3577350040854913e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,1.2846502213024828e-16,30.346041270551307,30.346041270551307,2.949871318798427e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-3.4581539392922285e-16,33.56542073154115,33.56542073154115,8.196977837256316e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-1.0722980890678013e-16,0.9591326931902168,0.9591326931902168,9.747325552194081e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,1.847214501776105e-13,0.033253724368263356,0.033253724368263356,1.0681885497461305e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-4.145539911147739e-13,-0.015887585151528095,0.015887585151528095,9.087648853636834e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-1.277767340693658e-12,0.0066140527384397595,0.0066140527384397595,1.8007052633751664e-16,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,7.520334765765804e-13,-0.0032209330952042204,0.0032209330952042204,4.7470427206591335e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-0.002073949003965361,-0.0006909988944990026,0.002186033838541333,2.044075489321724e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,0.0020739490045481057,-0.0006909988892505465,0.002186033837435177,1.1702487010670619e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-0.0011239189658156792,-0.001067936997077145,0.0015503816534796636,1.646597944408536e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,0.001123918965937572,-0.0010679369976571201,0.0015503816539675272,1.298390259114578e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-0.00019240466419902656,-0.0012324175746276156,0.0012473462362377796,1.6712480929771608e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,0.00019240466910647685,-0.0012324175695062143,0.001247346231934653,1.7995649919348704e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-0.0011648092965671865,0.0007090650927493901,0.0013636546495080948,2.6093688878866315e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,0.0011648092916680733,0.000709065093512362,0.001363654645720086,2.570020649201686e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,1.2269796942261877e-15,0.0014832316764067013,0.0014832316764067013,1.9944708689598646e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-9.319670045925814e-14,0.0012353401932526456,0.0012353401932526456,1.9554154185835662e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-0.0009692709557789761,0.00015537612401677478,0.0009816455193353486,2.624949213469205e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,0.0009692709559350162,0.00015537612411289372,0.0009816455195046354,2.795353896008668e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-0.0005404767666180068,0.00019547591114844214,0.0005747399125632124,2.3346787174584294e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,0.0005404767662347999,0.00019547591147501945,0.0005747399123139233,2.3371252890993103e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,2.5775928674313505e-12,0.00047016083137696273,0.00047016083137696273,2.3690361420962526e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-4.589181891905399e-12,-0.00038034390174741665,0.0003803439017474167,1.915037605930333e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,0.0003008733354872779,-9.913183197660908e-05,0.0003167836550680586,2.2646505773824572e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-0.0003008733334983277,-9.913183084926639e-05,0.00031678365282622066,2.2545417584068106e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-2.1503302825687897e-11,0.0001779932242084041,0.0001779932242084054,2.4411865691418158e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,1.8350466869968304e-11,6.0349758645988276e-05,6.034975864599107e-05,2.0250387219276356e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,2.188226200613074e-12,1.903305314456472e-06,1.9033053144577299e-06,9.111206023681669e-18,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,-1.8380800120009608e-07,-1.9482789051470783e-07,2.678493760074597e-07,2.0232752013690704e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
3.3,20.75,11,32,8,1.83809350386425e-07,-1.9504030057686108e-07,2.6800484349838133e-07,2.0851544355429136e-17,4.440892098500626e-16,3.1136027064737424,1.3665617524672424
