v,omega,rho0,d0,lam,K_effective,alpha_over_pi,bands,C_pole,status,reason,min_relative_gap,finite_k_max,globally_proven
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.79166875,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4298110551970031,259.7359942443572,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.79166875,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4298110551970031,259.7359942443572,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.79166875,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.4298110551970029,259.7359942443572,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.79166875,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.4298110551970029,259.7359942443572,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.79166875,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.833335,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.35790473567238695,213.33139861108722,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.833335,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.3579047356723868,213.33139861108722,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.833335,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.3579047356723868,213.33139861108722,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.833335,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.3579047356723868,213.33139861108722,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.833335,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.3579047356723868,213.33139861108722,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.833335,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.35790473567238695,213.33139861108722,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.833335,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.87500125,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.25509830609049355,163.27671649949824,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.87500125,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.25509830609049355,163.27671649949824,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.87500125,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.25509830609049383,163.27671649949824,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.87500125,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.25509830609049383,163.27671649949824,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.87500125,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.25509830609049355,163.27671649949824,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.87500125,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.25509830609049355,163.27671649949824,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.87500125,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.9166675,0,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.08864442507417687,110.42838029385989,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.9166675,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.08864442507417687,110.42838029385989,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.9166675,2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.0886444250741775,110.42838029385989,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.9166675,0+1,-2,valid_numerical,target/complement separated on tested radial set and UV tail,0.0886444250741775,110.42838029385989,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.9166675,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.08864442507417687,110.42838029385989,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.9166675,1+2,2,valid_numerical,target/complement separated on tested radial set and UV tail,0.08864442507417687,110.42838029385989,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.9166675,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.95833375,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.4031556836632406e-09,64.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.95833375,1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.365466558807881e-08,64.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.95833375,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.4031556836632406e-09,64.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.95833375,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.4031556836632406e-09,64.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.95833375,0+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.365466558807881e-08,64.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.95833375,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.4031556836632406e-09,64.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.95833375,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.97,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,5.705759361434052e-09,32.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.97,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.09891938325005725,32.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.97,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,5.705759361434052e-09,32.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.97,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,5.705759361434052e-09,32.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.97,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.09891938325005725,32.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.97,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,5.705759361434052e-09,32.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.97,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.975,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.0424644832422095e-09,32.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.975,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.22197286683400708,32.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.975,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.0424644832422095e-09,32.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.975,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.0424644832422095e-09,32.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.975,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.22197286683400708,32.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.975,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,7.0424644832422095e-09,32.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.975,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.98,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.449388829068542e-09,32.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.98,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.3039941893925965,32.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.98,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.449388829068542e-09,32.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.98,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.449388829068542e-09,32.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.98,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.3039941893925965,32.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.98,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.449388829068542e-09,32.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.98,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.99,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.3101623753078736e-09,16.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.99,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.43398902353811303,16.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.99,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.3101623753078736e-09,16.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.99,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.3101623753078736e-09,16.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.99,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.43398902353811303,16.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.99,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.3101623753078736e-09,16.0,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,0.99,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,1.0,0,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,1.0,1,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,1.0,2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,1.0,0+1,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,1.0,0+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,1.0,1+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,1.0,156.03425793323072,10.0,1.0,0+1+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.0,0,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.0,1,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.0,2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.0,0+1,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.0,0+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.0,1+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.0,0+1+2,NA,invalid,singular_or_unresolved_closure: D0 is zero within relative tolerance,nan,NA,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,1e-05,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.5925389834924325e-09,1.0,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,1e-05,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999969390584054,1.0,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,1e-05,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.5925389834924325e-09,1.0,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,1e-05,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.5925389834924325e-09,1.0,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,1e-05,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.49999969390584054,1.0,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,1e-05,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,2.5925389834924325e-09,1.0,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,1e-05,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.01,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,5.411950893716584e-09,32.0,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.01,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.342448774824045,32.0,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.01,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,5.411950893716584e-09,32.0,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.01,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,5.411950893716584e-09,32.0,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.01,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.342448774824045,32.0,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.01,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,5.411950893716584e-09,32.0,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.01,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.02,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,5.140515296378471e-09,64.0,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.02,1,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.145487196024202,64.0,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.02,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,5.140515296378471e-09,64.0,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.02,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,5.140515296378471e-09,64.0,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.02,0+2,0,valid_numerical,target/complement separated on tested radial set and UV tail,0.145487196024202,64.0,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.02,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,5.140515296378471e-09,64.0,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.02,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.025,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,9.729726335670153e-09,66.95176168776102,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.025,1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.1216388686273775e-07,66.95176168776102,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.025,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,9.729726335670153e-09,66.95176168776102,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.025,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,9.729726335670153e-09,66.95176168776102,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.025,0+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,1.1216388686273775e-07,66.95176168776102,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.025,1+2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,9.729726335670153e-09,66.95176168776102,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.025,0+1+2,0,valid_full_space,P=I3; no complementary spectrum,nan,NA,True
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.03,0,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.8892981237047976e-09,80.30576069846555,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.03,1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,3.1241796085912134e-08,80.30576069846555,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.03,2,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.8892981237047976e-09,80.30576069846555,False
3.0,0.0,0.0204,1.0,312.06851586646144,20.0,0.03,0+1,NA,invalid_target_complement_gap,target_complement_gap_below_tolerance,4.8892981237047976e-09,80.30576069846555,False
